,income_groups,age,gender,year,population
186,high_income,0,Female,1985,6710580
187,high_income,0,Female,1986,6681303
188,high_income,0,Female,1987,6668800
189,high_income,0,Female,1988,6677906
190,high_income,0,Female,1989,6718403
191,high_income,0,Non-binary,1990,6760890
192,high_income,0,Female,1991,6753836
193,high_income,0,Female,1992,6703610
195,high_income,0,Female,1994,6503010
196,high_income,0,Female,1995,6405896
197,high_income,0,Female,1996,6350785
198,high_income,0,Female,1997,6339061
200,high_income,0,Female,1999,6258309
201,high_income,0,Non-binary,2000,6267760
202,high_income,0,Female,2001,6266634
204,high_income,0,Female,2003,6179164
205,high_income,0,Female,2004,6200273
206,high_income,0,Female,2005,6220011
207,high_income,0,Female,2006,6286149
209,high_income,0,Female,2008,6468747
210,high_income,0,Female,2009,6478604
211,high_income,0,Female,2010,6426290
212,high_income,0,Female,2011,6363821
214,high_income,0,Non-binary,2013,6293229
215,high_income,0,Female,2014,6270340
216,high_income,0,Female,2015,6277873
217,high_income,0,Female,2016,6272345
218,high_income,0,Female,2017,6192210
219,high_income,0,Female,2018,6050318
221,high_income,0,Female,2020,5783387
222,high_income,0,Female,2021,5697100
223,high_income,0,Female,2022,5666573
224,high_income,0,Female,2023,5564024
225,high_income,0,Female,2024,5510073
226,high_income_typo,0,Non-binary,2025,5509368
227,high_income,0,Female,2026,5495335
228,high_income,0,Female,2027,5487057
229,high_income,0,Female,2028,5482488
230,high_income,0,Female,2029,5482524
233,high_income,0,Female,2032,5504417
234,high_income,0,Non-binary,2033,5522237
235,high_income,0,Female,2034,5543696
236,high_income,0,Female,2035,5569164
237,high_income,0,Female,2036,5598908
238,high_income,0,Female,2037,5627878
239,high_income,0,Female,2038,5654704
242,high_income,0,Female,2041,5716170
243,high_income,0,Female,2042,5725624
245,high_income,0,Non-binary,2044,5725657
246,high_income,0,Female,2045,5717372
247,high_income,0,Female,2046,5701841
248,high_income,0,Female,2047,5677009
249,high_income,0,Female,2048,5649542
250,high_income,0,Female,2049,5618339
251,high_income,0,Female,2050,5585175
253,high_income,0,Female,2052,5517776
254,high_income,0,Female,2053,5484539
255,high_income,0,Female,2054,5452329
256,high_income,0,Female,2055,5421900
257,high_income,0,Female,2056,5396030
258,high_income,0,Female,2057,5374894
259,high_income,0,Female,2058,5357587
261,high_income,0,Female,2060,5337435
265,high_income,0,Female,2064,5345426
266,high_income,0,Female,2065,5355878
267,high_income,0,Female,2066,5368793
268,high_income,0,Female,2067,5383149
269,high_income,0,Female,2068,5398157
270,high_income,0,Female,2069,5413481
273,high_income,0,Female,2072,5451757
274,high_income,0,Female,2073,5459927
275,high_income,0,Female,2074,5466004
278,high_income,0,Female,2077,5476506
279,high_income,0,Female,2078,5474922
280,high_income,0,Female,2079,5470598
281,high_income,0,Female,2080,5462887
282,high_income,0,Female,2081,5453584
283,high_income,0,Female,2082,5442802
284,high_income,0,Non-binary,2083,5430829
285,high_income,0,Female,2084,5418258
287,high_income,0,Female,2086,5394755
289,high_income,0,Female,2088,5374440
290,high_income,0,Female,2089,5366925
291,high_income,0,Female,2090,5361368
292,high_income,0,Female,2091,5356472
293,high_income,0,Female,2092,5353344
294,high_income,0,Female,2093,5352216
295,high_income,0,Female,2094,5351599
296,high_income,0,Female,2095,5353296
297,high_income,0,Female,2096,5356532
298,high_income,0,Female,2097,5361755
299,high_income,0,Female,2098,5367541
300,high_income,0,Female,2099,5372707
301,high_income_typo,0,Non-binary,2100,5377172
302,high_income,1,Male,1950,7626230
303,high_income,1,Male,1951,7556711
304,high_income,1,Male,1952,7513759
305,high_income,1,Male,1953,7518285
306,high_income,1,Male,1954,7539332
307,high_income,1,Male,1955,7572622
308,high_income,1,Male,1956,7650552
309,high_income,1,Male,1957,7736273
310,high_income,1,Male,1958,7815826
311,high_income,1,Male,1959,7906936
312,high_income,1,Male,1960,7999632
314,high_income_typo,1,Male,1962,8079265
315,high_income,1,Male,1963,8110340
316,high_income,1,Male,1964,8120514
317,high_income,1,Male,1965,8162849
318,high_income,1,Male,1966,8097734
319,high_income,1,Male,1967,7872571
320,high_income,1,Male,1968,7772303
321,high_income,1,Male,1969,7768100
322,high_income,1,Male,1970,7714213
324,high_income,1,Male,1972,7813829
325,high_income,1,Male,1973,7722990
326,high_income,1,Male,1974,7553832
327,high_income,1,Male,1975,7448468
328,high_income,1,Male,1976,7307770
329,high_income,1,Non-binary,1977,7198788
330,high_income,1,Male,1978,7184004
332,high_income,1,Male,1980,7215511
333,high_income_typo,1,Male,1981,7287186
334,high_income,1,Male,1982,7279277
335,high_income,1,Male,1983,7237517
336,high_income,1,Male,1984,7176296
337,high_income,1,Male,1985,7088197
338,high_income,1,Male,1986,7039310
339,high_income,1,Male,1987,7015356
340,high_income,1,Male,1988,6993862
341,high_income,1,Male,1989,7005493
342,high_income,1,Male,1990,7043284
343,high_income,1,Male,1991,7090619
346,high_income,1,Male,1994,6976401
347,high_income,1,Non-binary,1995,6866414
349,high_income,1,Male,1997,6704447
350,high_income,1,Male,1998,6677681
351,high_income,1,Male,1999,6647257
352,high_income,1,Male,2000,6591692
353,high_income,1,Male,2001,6606270
354,high_income,1,Male,2002,6617019
355,high_income,1,Male,2003,6540083
356,high_income,1,Male,2004,6526842
357,high_income,1,Male,2005,6552591
358,high_income,1,Male,2006,6565385
359,high_income,1,Male,2007,6637392
360,high_income,1,Male,2008,6756639
361,high_income,1,Male,2009,6831326
362,high_income,1,Male,2010,6844131
363,high_income,1,Male,2011,6791155
364,high_income,1,Male,2012,6728916
365,high_income,1,Male,2013,6709032
366,high_income,1,Male,2014,6670167
369,high_income,1,Male,2017,6657616
370,high_income,1,Male,2018,6557841
371,high_income,1,Male,2019,6401234
372,high_income,1,Male,2020,6267968
373,high_income,1,Male,2021,6094253
374,high_income,1,Male,2022,6017016
375,high_income_typo,1,Male,2023,5991930
376,high_income,1,Male,2024,5885574
377,high_income,1,Male,2025,5833322
379,high_income,1,Male,2027,5825112
381,high_income,1,Male,2029,5812773
383,high_income,1,Male,2031,5816576
384,high_income,1,Male,2032,5824172
386,high_income,1,Male,2034,5856596
388,high_income,1,Male,2036,5905965
391,high_income,1,Male,2039,5996611
392,high_income,1,Male,2040,6023845
393,high_income_typo,1,Male,2041,6045846
394,high_income,1,Male,2042,6062403
395,high_income,1,Male,2043,6072789
396,high_income,1,Male,2044,6076313
397,high_income,1,Male,2045,6072816
400,high_income,1,Male,2048,6022104
401,high_income,1,Male,2049,5993180
405,high_income,1,Male,2053,5854894
408,high_income,1,Male,2056,5752572
411,high_income,1,Male,2059,5685667
412,high_income,1,Male,2060,5671642
413,high_income_typo,1,Male,2061,5663819
414,high_income,1,Male,2062,5661319
416,high_income,1,Male,2064,5664833
417,high_income,1,Male,2065,5672078
418,high_income,1,Male,2066,5683135
420,high_income,1,Male,2068,5712330
421,high_income,1,Male,2069,5728081
426,high_income,1,Male,2074,5792129
427,high_income,1,Male,2075,5799354
428,high_income,1,Male,2076,5806455
429,high_income,1,Male,2077,5809938
432,high_income,1,Male,2080,5803617
433,high_income_typo,1,Male,2081,5796332
434,high_income,1,Male,2082,5786511
435,high_income,1,Male,2083,5774452
436,high_income,1,Male,2084,5761468
437,high_income,1,Male,2085,5747313
438,high_income,1,Male,2086,5733980
439,high_income,1,Male,2087,5722698
440,high_income,1,Male,2088,5712009
441,high_income,1,Male,2089,5701537
442,high_income,1,Male,2090,5692688
443,high_income,1,Male,2091,5687003
444,high_income,1,Male,2092,5681914
446,high_income,1,Male,2094,5676980
447,high_income,1,Male,2095,5676192
448,high_income,1,Male,2096,5677281
449,high_income,1,Male,2097,5680283
450,high_income,1,Male,2098,5685585
451,high_income,1,Male,2099,5691328
452,high_income,1,Male,2100,5696385
453,high_income,1,Female,1950,7338204
454,high_income,1,Female,1951,7251493
456,high_income_typo,1,Female,1953,7213206
457,high_income,1,Female,1954,7236605
458,high_income,1,Female,1955,7271845
460,high_income,1,Female,1957,7462478
461,high_income,1,Female,1958,7533131
462,high_income,1,Female,1959,7607771
463,high_income,1,Female,1960,7673277
465,high_income,1,Female,1962,7728676
466,high_income,1,Female,1963,7750509
467,high_income,1,Female,1964,7759303
468,high_income,1,Female,1965,7794655
470,high_income,1,Female,1967,7515063
471,high_income,1,Female,1968,7427394
472,high_income,1,Female,1969,7420369
473,high_income,1,Female,1970,7359125
474,high_income,1,Female,1971,7388196
475,high_income,1,Female,1972,7432697
479,high_income,1,Female,1976,6924698
480,high_income,1,Female,1977,6834087
481,high_income,1,Female,1978,6823439
482,high_income,1,Female,1979,6811397
483,high_income,1,Female,1980,6847032
484,high_income,1,Female,1981,6911630
485,high_income,1,Female,1982,6908156
486,high_income,1,Female,1983,6871327
487,high_income,1,Female,1984,6805963
488,high_income,1,Female,1985,6721664
490,high_income,1,Female,1987,6653676
491,high_income,1,Female,1988,6632131
492,high_income,1,Female,1989,6645054
493,high_income,1,Female,1990,6678958
494,high_income,1,Female,1991,6716991
495,high_income,1,Female,1992,6734853
496,high_income,1,Female,1993,6694647
497,high_income,1,Female,1994,6597875
498,high_income,1,Female,1995,6490488
499,high_income,1,Female,1996,6395924
501,high_income,1,Non-binary,1998,6325718
502,high_income,1,Female,1999,6299450
503,high_income,1,Female,2000,6248230
505,high_income,1,Female,2002,6275446
508,high_income,1,Female,2005,6213851
509,high_income,1,Female,2006,6227025
510,high_income,1,Female,2007,6297166
512,high_income,1,Female,2009,6486355
515,high_income,1,Female,2012,6388324
517,high_income,1,Female,2014,6331903
518,high_income,1,Female,2015,6311051
519,high_income,1,Female,2016,6326062
521,high_income,1,Female,2018,6235133
522,high_income,1,Female,2019,6089919
523,high_income,1,Female,2020,5968541
524,high_income,1,Female,2021,5804229
525,high_income,1,Female,2022,5728391
526,high_income,1,Female,2023,5701994
527,high_income,1,Female,2024,5599462
528,high_income,1,Female,2025,5549819
529,high_income,1,Female,2026,5549737
530,high_income,1,Female,2027,5539981
531,high_income,1,Non-binary,2028,5531560
532,high_income,1,Female,2029,5526458
533,high_income,1,Female,2030,5525975
534,high_income_typo,1,Female,2031,5528797
535,high_income,1,Female,2032,5535729
536,high_income,1,Female,2033,5547829
537,high_income,1,Female,2034,5565932
538,high_income,1,Female,2035,5587251
540,high_income,1,Female,2037,5642330
541,high_income,1,Female,2038,5671503
542,high_income,1,Female,2039,5698202
544,high_income,1,Female,2041,5744832
545,high_income,1,Female,2042,5760426
547,high_income,1,Female,2044,5773502
548,high_income,1,Female,2045,5770000
550,high_income,1,Female,2047,5746390
551,high_income,1,Female,2048,5721835
552,high_income,1,Female,2049,5694546
553,high_income,1,Female,2050,5663694
555,high_income,1,Female,2052,5598247
556,high_income,1,Female,2053,5563808
557,high_income,1,Female,2054,5530350
558,high_income,1,Female,2055,5497833
559,high_income,1,Female,2056,5467300
560,high_income,1,Female,2057,5441907
561,high_income,1,Female,2058,5421580
563,high_income,1,Female,2060,5391249
564,high_income,1,Female,2061,5384219
565,high_income_typo,1,Female,2062,5382033
566,high_income,1,Female,2063,5382551
568,high_income,1,Female,2065,5392763
569,high_income,1,Female,2066,5403686
570,high_income,1,Female,2067,5417170
571,high_income,1,Female,2068,5431643
576,high_income,1,Female,2073,5500269
578,high_income,1,Female,2075,5515408
579,high_income,1,Female,2076,5522412
580,high_income,1,Female,2077,5525868
581,high_income,1,Female,2078,5526353
582,high_income,1,Female,2079,5524875
585,high_income,1,Female,2082,5504813
586,high_income,1,Female,2083,5493687
588,high_income,1,Female,2085,5468554
589,high_income,1,Non-binary,2086,5456107
590,high_income,1,Female,2087,5445574
592,high_income,1,Female,2089,5425991
593,high_income,1,Female,2090,5417811
594,high_income,1,Non-binary,2091,5412674
595,high_income,1,Female,2092,5408298
596,high_income,1,Female,2093,5405245
597,high_income,1,Female,2094,5404208
598,high_income_typo,1,Female,2095,5403552
599,high_income,1,Female,2096,5405035
600,high_income,1,Female,2097,5408450
601,high_income,1,Female,2098,5413859
602,high_income,1,Female,2099,5419568
603,high_income,1,Female,2100,5424425
604,high_income,10,Male,1950,5970076
605,high_income,10,Male,1951,6036814
606,high_income,10,Male,1952,6038008
608,high_income,10,Male,1954,6127778
609,high_income,10,Male,1955,5973970
610,high_income,10,Male,1956,6481399
611,high_income,10,Male,1957,7254198
612,high_income,10,Male,1958,7450828
613,high_income,10,Male,1959,7390764
615,high_income,10,Male,1961,7335254
616,high_income,10,Male,1962,7358338
617,high_income,10,Male,1963,7410353
618,high_income,10,Male,1964,7478418
620,high_income,10,Male,1966,7676453
621,high_income,10,Non-binary,1967,7734508
622,high_income_typo,10,Male,1968,7858030
623,high_income,10,Male,1969,7992788
624,high_income,10,Male,1970,8075563
625,high_income,10,Male,1971,8115792
627,high_income,10,Male,1973,8115487
629,high_income,10,Male,1975,8083932
631,high_income,10,Male,1977,7739363
632,high_income,10,Male,1978,7755657
633,high_income,10,Male,1979,7764297
634,high_income,10,Male,1980,7838585
636,high_income,10,Male,1982,7743007
637,high_income,10,Male,1983,7557503
639,high_income,10,Male,1985,7334818
640,high_income,10,Male,1986,7221960
642,high_income,10,Male,1988,7168392
644,high_income,10,Male,1990,7322016
645,high_income,10,Non-binary,1991,7343130
646,high_income,10,Male,1992,7315956
647,high_income,10,Male,1993,7260859
648,high_income,10,Male,1994,7187066
649,high_income,10,Male,1995,7164122
652,high_income,10,Male,1998,7132614
653,high_income,10,Male,1999,7196209
654,high_income,10,Male,2000,7294671
655,high_income,10,Male,2001,7335460
657,high_income,10,Male,2003,7155730
658,high_income,10,Male,2004,7041429
660,high_income,10,Male,2006,6907754
663,high_income,10,Male,2009,6826173
665,high_income,10,Male,2011,6847511
667,high_income,10,Male,2013,6740087
668,high_income,10,Male,2014,6776653
669,high_income,10,Male,2015,6817304
671,high_income,10,Male,2017,7058790
672,high_income,10,Male,2018,7143693
673,high_income_typo,10,Male,2019,7142662
676,high_income,10,Male,2022,7019734
677,high_income,10,Non-binary,2023,6976971
679,high_income,10,Male,2025,6923016
680,high_income,10,Male,2026,6894985
681,high_income,10,Male,2027,6774029
682,high_income,10,Male,2028,6598834
683,high_income,10,Male,2029,6465889
684,high_income,10,Male,2030,6307043
685,high_income,10,Male,2031,6232389
686,high_income,10,Male,2032,6207748
689,high_income,10,Male,2035,6058770
693,high_income,10,Male,2039,6031534
694,high_income,10,Male,2040,6034437
695,high_income,10,Male,2041,6041609
696,high_income,10,Male,2042,6054347
697,high_income,10,Male,2043,6073293
699,high_income,10,Male,2045,6122291
701,high_income,10,Male,2047,6184467
702,high_income,10,Male,2048,6212780
703,high_income,10,Male,2049,6240379
704,high_income,10,Male,2050,6262720
705,high_income,10,Male,2051,6279343
707,high_income,10,Male,2053,6293384
708,high_income_typo,10,Male,2054,6290040
709,high_income,10,Male,2055,6281519
710,high_income,10,Male,2056,6265018
711,high_income,10,Male,2057,6239085
712,high_income,10,Male,2058,6210367
713,high_income,10,Male,2059,6177646
714,high_income,10,Male,2060,6142501
715,high_income,10,Male,2061,6107102
716,high_income,10,Male,2062,6070508
717,high_income,10,Male,2063,6035069
719,high_income,10,Male,2065,5969354
720,high_income,10,Male,2066,5943023
722,high_income,10,Male,2068,5903116
723,high_income,10,Male,2069,5889666
724,high_income,10,Male,2070,5882250
725,high_income,10,Male,2071,5879845
726,high_income,10,Male,2072,5880051
727,high_income,10,Male,2073,5883131
729,high_income,10,Male,2075,5901757
730,high_income,10,Male,2076,5915770
731,high_income,10,Male,2077,5930744
732,high_income,10,Male,2078,5946272
733,high_income,10,Male,2079,5962030
734,high_income,10,Male,2080,5977682
735,high_income,10,Male,2081,5990825
736,high_income,10,Male,2082,6002137
737,high_income,10,Male,2083,6011531
740,high_income_typo,10,Male,2086,6028198
741,high_income,10,Male,2087,6028294
742,high_income,10,Male,2088,6026436
743,high_income,10,Male,2089,6021853
744,high_income,10,Male,2090,6013614
745,high_income_typo,10,Male,2091,6002655
746,high_income,10,Male,2092,5989988
747,high_income,10,Male,2093,5976456
748,high_income,10,Non-binary,2094,5962415
749,high_income,10,Male,2095,5949270
750,high_income,10,Male,2096,5937694
751,high_income,10,Male,2097,5926164
752,high_income,10,Male,2098,5914916
753,high_income,10,Male,2099,5905932
754,high_income,10,Male,2100,5899644
755,high_income,10,Female,1950,5817634
756,high_income_typo,10,Female,1951,5873254
757,high_income,10,Female,1952,5851729
759,high_income,10,Female,1954,5968468
761,high_income,10,Female,1956,6261682
762,high_income,10,Female,1957,7000660
763,high_income,10,Female,1958,7211805
765,high_income,10,Female,1960,7092838
766,high_income,10,Female,1961,7078355
768,high_income,10,Female,1963,7157702
769,high_income,10,Female,1964,7211681
770,high_income,10,Female,1965,7333302
771,high_income,10,Female,1966,7422685
773,high_income,10,Female,1968,7554047
774,high_income,10,Female,1969,7654619
776,high_income,10,Female,1971,7760362
778,high_income,10,Female,1973,7751530
779,high_income,10,Female,1974,7784614
780,high_income,10,Female,1975,7716038
781,high_income,10,Female,1976,7489554
783,high_income,10,Female,1978,7390926
784,high_income,10,Female,1979,7384737
785,high_income,10,Female,1980,7446284
787,high_income,10,Female,1982,7347895
788,high_income,10,Female,1983,7168298
789,high_income,10,Female,1984,7061454
790,high_income,10,Female,1985,6957129
791,high_income,10,Female,1986,6851334
792,high_income,10,Female,1987,6809035
793,high_income,10,Female,1988,6804980
794,high_income,10,Female,1989,6858738
795,high_income,10,Female,1990,6949479
797,high_income,10,Female,1992,6942864
798,high_income_typo,10,Female,1993,6883502
800,high_income,10,Female,1995,6794826
801,high_income,10,Female,1996,6764288
803,high_income_typo,10,Female,1998,6748345
804,high_income,10,Female,1999,6802184
805,high_income,10,Female,2000,6878138
806,high_income,10,Female,2001,6907065
807,high_income,10,Female,2002,6844067
808,high_income,10,Female,2003,6733973
810,high_income_typo,10,Female,2005,6551402
811,high_income_typo,10,Female,2006,6506479
812,high_income_typo,10,Female,2007,6490814
813,high_income,10,Female,2008,6482426
815,high_income,10,Female,2010,6468216
816,high_income,10,Female,2011,6473578
817,high_income,10,Female,2012,6395419
818,high_income,10,Female,2013,6380103
819,high_income,10,Female,2014,6416909
820,high_income,10,Female,2015,6452765
821,high_income,10,Female,2016,6544808
822,high_income,10,Female,2017,6679744
823,high_income_typo,10,Female,2018,6762361
824,high_income,10,Female,2019,6761154
825,high_income,10,Female,2020,6711732
826,high_income,10,Female,2021,6662756
830,high_income,10,Female,2025,6570838
832,high_income,10,Female,2027,6437354
834,high_income_typo,10,Female,2029,6156056
835,high_income,10,Female,2030,6007128
836,high_income,10,Female,2031,5935410
837,high_income,10,Female,2032,5910662
838,high_income,10,Female,2033,5813127
839,high_income,10,Non-binary,2034,5765128
840,high_income,10,Female,2035,5766687
841,high_income,10,Non-binary,2036,5754715
842,high_income,10,Female,2037,5744434
843,high_income,10,Female,2038,5738141
845,high_income,10,Female,2040,5739339
847,high_income,10,Female,2042,5757811
848,high_income,10,Female,2043,5775561
850,high_income,10,Female,2045,5821835
852,high_income,10,Female,2047,5880918
853,high_income,10,Female,2048,5907806
854,high_income,10,Female,2049,5933974
857,high_income,10,Female,2052,5981022
858,high_income,10,Female,2053,5984648
859,high_income,10,Female,2054,5981456
861,high_income,10,Female,2056,5958045
863,high_income,10,Female,2058,5906700
864,high_income,10,Female,2059,5876066
865,high_income,10,Female,2060,5843027
866,high_income,10,Female,2061,5809691
868,high_income,10,Non-binary,2063,5742019
869,high_income,10,Female,2064,5710162
870,high_income,10,Female,2065,5680450
871,high_income,10,Female,2066,5655750
872,high_income,10,Female,2067,5635708
873,high_income,10,Female,2068,5618833
874,high_income,10,Female,2069,5606470
876,high_income,10,Female,2071,5598204
877,high_income,10,Female,2072,5598773
878,high_income,10,Female,2073,5602067
879,high_income,10,Female,2074,5609499
881,high_income,10,Female,2076,5634537
882,high_income,10,Female,2077,5649040
884,high_income,10,Female,2079,5679641
886,high_income,10,Female,2081,5708136
887,high_income,10,Female,2082,5719229
892,high_income,10,Female,2087,5745911
893,high_income,10,Female,2088,5744723
895,high_income,10,Female,2090,5733404
896,high_income,10,Female,2091,5723616
897,high_income,10,Female,2092,5712170
898,high_income,10,Female,2093,5699951
899,high_income,10,Female,2094,5687214
901,high_income,10,Female,2096,5664749
902,high_income,10,Female,2097,5654262
903,high_income,10,Female,2098,5644146
904,high_income,10,Female,2099,5636155
905,high_income,10,Female,2100,5630730
906,high_income,100,Male,1950,2517
907,high_income,100,Male,1951,2248
909,high_income,100,Male,1953,2153
912,high_income,100,Male,1956,2221
914,high_income,100,Male,1958,2098
915,high_income,100,Male,1959,1981
916,high_income,100,Male,1960,1997
917,high_income,100,Male,1961,2115
918,high_income,100,Male,1962,2276
919,high_income,100,Male,1963,2425
920,high_income,100,Male,1964,2690
921,high_income,100,Male,1965,3000
922,high_income,100,Male,1966,3220
923,high_income,100,Male,1967,3425
924,high_income,100,Male,1968,3659
925,high_income,100,Male,1969,3951
926,high_income,100,Male,1970,4351
927,high_income,100,Male,1971,473600
929,high_income,100,Male,1973,5297
930,high_income,100,Male,1974,5596
931,high_income,100,Male,1975,5966
932,high_income,100,Male,1976,6338
933,high_income,100,Male,1977,6701
935,high_income,100,Non-binary,1979,7392
937,high_income,100,Male,1981,8034
938,high_income,100,Male,1982,8515
939,high_income,100,Male,1983,8988
940,high_income,100,Male,1984,9414
941,high_income_typo,100,Male,1985,9774
942,high_income,100,Male,1986,10114
943,high_income,100,Male,1987,10574
944,high_income,100,Male,1988,11028
945,high_income,100,Male,1989,11454
946,high_income,100,Male,1990,11859
948,high_income,100,Male,1992,12313
950,high_income,100,Male,1994,12074
951,high_income,100,Male,1995,12200
952,high_income_typo,100,Male,1996,12527
953,high_income,100,Male,1997,13180
955,high_income,100,Male,1999,15111
956,high_income,100,Male,2000,16265
957,high_income,100,Male,2001,17520
959,high_income,100,Non-binary,2003,19735
961,high_income,100,Male,2005,21984
962,high_income,100,Male,2006,23259
964,high_income,100,Male,2008,26483
965,high_income,100,Male,2009,28294
966,high_income,100,Male,2010,30305
968,high_income,100,Male,2012,34096
969,high_income,100,Male,2013,36300
970,high_income,100,Male,2014,38440
972,high_income,100,Male,2016,40281
973,high_income,100,Male,2017,41509
974,high_income,100,Male,2018,43668
975,high_income,100,Male,2019,47614
976,high_income,100,Male,2020,53333
977,high_income,100,Male,2021,59982
978,high_income,100,Male,2022,64066
979,high_income,100,Male,2023,66519
980,high_income,100,Male,2024,70413
981,high_income,100,Non-binary,2025,74618
982,high_income,100,Male,2026,79002
983,high_income,100,Male,2027,83631
984,high_income,100,Male,2028,88748
985,high_income,100,Male,2029,94402
986,high_income,100,Male,2030,100850
987,high_income,100,Male,2031,107401
988,high_income,100,Male,2032,113459
